Timestamp	LineNumber	HighResolutionTotalVehicleDistance	HighResolutionEngineTotalFuelUsed	Variant
04:25:26	0	11881650		
04:25:27	0	11881650		
04:25:28		11881650		
04:25:29		11881650		
04:25:30		11881650		
04:25:31		11881650		
04:25:32		11881650		
04:25:33	0	11881650		
04:25:34	0	11881650		
04:25:35	0	11881650		
04:25:36	0	11881650		
04:25:37	0	11881650		
04:25:38	0	11881650		
04:25:39		11881650		
04:25:40		11881650		
04:25:41		11881650		
04:25:42		11881650		
04:25:43		11881650		
04:25:44	0	11881650		
04:25:45	0	11881650		
04:25:46	0	11881650		
04:25:47	0	11881650		
04:25:48	0	11881650		
04:25:49		11881650		
04:25:50		11881650		
04:25:51		11881650		
04:25:52		11881650		
04:25:53		11881650		
04:25:54	0	11881650		
04:25:55	0	11881650		
04:25:56	0	11881650		
04:25:57	0	11881650		
04:25:58	0	11881650		
04:25:59	0	11881650		
04:26:00		11881650		
04:26:01		11881650		
04:26:02		11881650		
04:26:03		11881650		
04:26:04		11881650		
04:26:05		11881650		
04:26:06		11881650		
04:26:07		11881650		
04:26:08		11881650		
04:26:09		11881650		
04:26:10		11881650		
04:26:11		11881650		
04:26:12	0	11881650		
04:26:13	0	11881650		
04:26:14	0	11881650		
04:26:15	0	11881650		
04:26:16	0	11881650		
04:26:17	0	11881650		
04:26:18		11881650		
04:26:19		11881650		
04:26:20		11881650		
04:26:21		11881650		
04:26:22		11881650		
04:26:23	0	11881650		
04:26:24	0	11881650		
04:26:25	0	11881650		
04:26:26	0	11881650		
04:26:27	0	11881650		
04:26:28		11881650		
04:26:29		11881650		
04:26:30		11881650		
04:26:31		11881650		
04:26:32		11881650		
04:26:33	0	11881650		
04:26:34	0	11881650		
04:26:35	0	11881650		
04:26:36	0	11881650		
04:26:37	0	11881650		
04:26:38	0	11881650		
04:26:39		11881650		
04:26:40		11881650		
04:26:41		11881650		
04:26:42		11881650		
04:26:43		11881650		
04:26:44	0	11881650		
04:26:45	0	11881650		
04:26:46	0	11881650		
04:26:47	0	11881650		
04:26:48	0	11881650		
04:26:49		11881650		
04:26:50		11881650		
04:26:51		11881650		
04:26:52		11881650		
04:26:53		11881650		
04:26:54	0	11881650		
04:26:55	0	11881650		
04:26:56	0	11881650		
04:26:57	0	11881650		
04:26:58	0	11881650		
04:26:59	0	11881650		
04:27:00		11881650		
04:27:01		11881650		
04:27:02		11881650		
04:27:03		11881650		
04:27:04		11881650		
04:27:05		11881650		
04:27:06		11881650		
04:27:07		11881650		
04:27:08		11881650		
04:27:09		11881650		
04:27:10		11881650		
04:27:11		11881650		
04:27:12	0	11881650		
04:27:13	0	11881650		
04:27:14	0	11881650		
04:27:15	0	11881650		
04:27:16	0	11881650		
04:27:17	0	11881650		
04:27:18		11881650		
04:27:19		11881650		
04:27:20		11881650		
04:27:21		11881650		
04:27:22		11881650		
04:27:23	0	11881650		
04:27:24	0	11881650		
04:27:25	0	11881650		
04:27:26	0	11881650		
04:27:27	0	11881650		
04:27:28		11881650		
04:27:29		11881650		
04:27:30		11881650		
04:27:31		11881650		
04:27:32		11881650		
04:27:33	0	11881650		
04:27:34	0	11881650		
04:27:35	0	11881650		
04:27:36	0	11881650		
04:27:37	0	11881650		
04:27:38	0	11881650		
04:27:39		11881650		
04:27:40		11881650		
04:27:41		11881650		
04:27:42		11881650		
04:27:43		11881650		
04:27:44	0	11881650		
04:27:45	0	11881650		
04:27:46	0	11881650		
04:27:47	0	11881650		
04:27:48	0	11881650		
04:27:49		11881650		
04:27:50		11881650		
04:27:51		11881650		
04:27:52		11881650		
04:27:53		11881650		
04:27:54	0	11881650		
04:27:55	0	11881650		
04:27:56	0	11881650		
04:27:57	0	11881650		
04:27:58	0	11881650		
04:27:59	0	11881650		
04:28:00		11881650		
04:28:01		11881650		
04:28:02		11881650		
04:28:03		11881650		
04:28:04		11881650		
04:28:05		11881650		
04:28:06		11881650		
04:28:07		11881650		
04:28:08		11881650		
04:28:09		11881650		
04:28:10		11881650		
04:28:11		11881650		
04:28:12	0	11881650		
04:28:13	0	11881650		
04:28:14	0	11881650		
04:28:15	0	11881650		
04:28:16	0	11881650		
04:28:17	0	11881650		
04:28:18		11881650		
04:28:19		11881650		
04:28:20		11881650		
04:28:21		11881650		
04:28:22		11881650		
04:28:23	0	11881650		
04:28:24	0	11881650		
04:28:25	0	11881650		
04:28:26	0	11881650		
04:28:27	0	11881650		
04:28:28		11881650		
04:28:29		11881650		
04:28:30		11881650		
04:28:31		11881650		
04:28:32		11881650		
04:28:33	0	11881650		
04:28:34	0	11881650		
04:28:35	0	11881650		
04:28:36	0	11881650		
04:28:37	0	11881650		
04:28:38	0	11881650		
04:28:39		11881650		
04:28:40		11881650		
04:28:41		11881650		
04:28:42		11881650		
04:28:43		11881650		
04:28:44	0	11881650		
04:28:45	0	11881650		
04:28:46	0	11881650		
04:28:47	0	11881650		
04:28:48	0	11881650		
04:28:49		11881650		
04:28:50		11881650		
04:28:51		11881650		
04:28:52		11881650		
04:28:53		11881650		
04:28:54	0	11881650		
04:28:55	0	11881650		
04:28:56	0	11881650		
04:28:57	0	11881650		
04:28:58	0	11881650		
04:28:59	0	11881650		
04:29:00		11881650		
04:29:01		11881650		
04:29:02		11881650		
04:29:03		11881650		
04:29:04		11881650		
04:29:05		11881650		
04:29:06		11881650		
04:29:07		11881650		
04:29:08		11881650		
04:29:09		11881650		
04:29:10		11881650		
04:29:11		11881650		
04:29:12	0	11881650		
04:29:13	0	11881650		
04:29:14	0	11881650		
04:29:15	0	11881650		
04:29:16	0	11881650		
04:29:17	0	11881650		
04:29:18		11881650		
04:29:19		11881650		
04:29:20		11881650		
04:29:21		11881650		
04:29:22		11881650		
04:29:23	0	11881650		
04:29:24	0	11881650		
04:29:25	0	11881650		
04:29:26	0	11881650		
04:29:27	0	11881650		
04:29:28		11881650		
04:29:29		11881650		
04:29:30		11881650		
04:29:31		11881650		
04:29:32		11881650		
04:29:33	0	11881650		
04:29:34	0	11881650		
04:29:35	0	11881650		
04:29:36	0	11881650		
04:29:37	0	11881650		
04:29:38	0	11881650		
04:29:39		11881650		
04:29:40		11881650		
04:29:41		11881650		
04:29:42		11881650		
04:29:43		11881650		
04:29:44	0	11881650		
04:29:45	0	11881650		
04:29:46	0	11881650		
04:29:47	0	11881650		
04:29:48	0	11881650		
04:29:49		11881650		
04:29:50		11881650		
04:29:51		11881650		
04:29:52		11881650		
04:29:53		11881650		
04:29:54	0	11881650		
04:29:55	0	11881650		
04:29:56	0	11881650		
04:29:57	0	11881650		
04:29:58	0	11881650		
04:29:59	0	11881650		
04:30:00		11881650		
04:30:01		11881650		
04:30:02		11881650		
04:30:03		11881650		
04:30:04		11881650		
04:30:05		11881650		
04:30:06		11881650		
04:30:07		11881650		
04:30:08		11881650		
04:30:09		11881650		
04:30:10		11881650		
04:30:11		11881650		
04:30:12	0	11881650		
04:30:13	0	11881650		
04:30:14	0	11881650		
04:30:15	0	11881650		
04:30:16	0	11881650		
04:30:17	0	11881650		
04:30:18		11881650		
04:30:19		11881650		
04:30:20		11881650		
04:30:21		11881650		
04:30:22		11881650		
04:30:23	0	11881650		
04:30:24	0	11881650		
04:30:25	0	11881650		
04:30:26	0	11881650		
04:30:27	0	11881650		
04:30:28		11881650		
04:30:29		11881650		
04:30:30		11881650		
04:30:31		11881650		
04:30:32		11881650		
04:30:33	0	11881650		
04:30:34	0	11881650		
04:30:35	0	11881650		
04:30:36	0	11881650		
04:30:37	0	11881650		
04:30:38	0	11881650		
04:30:39		11881650		
04:30:40		11881650		
04:30:41		11881650		
04:30:42		11881650		
04:30:43		11881650		
04:30:44	0	11881650		
04:30:45	0	11881650		
04:30:46	0	11881650		
04:30:47	0	11881650		
04:30:48	0	11881650		
04:30:49		11881650		
04:30:50		11881650		
04:30:51		11881650		
04:30:52		11881650		
04:30:53		11881650		
04:30:54	0	11881650		
04:30:55	0	11881650		
04:30:56	0	11881650		
04:30:57	0	11881650		
04:30:58	0	11881650		
04:30:59	0	11881650		
04:31:00		11881650		
04:31:01		11881650		
04:31:02		11881650		
04:31:03		11881650		
04:31:04		11881650		
04:31:05		11881650		
04:31:06		11881650		
04:31:07		11881650		
04:31:08		11881650		
04:31:09		11881650		
04:31:10		11881650		
04:31:11		11881650		
04:31:12	0	11881650		
04:31:13	0	11881650		
04:31:14	0	11881650		
04:31:15	0	11881650		
04:31:16	0	11881650		
04:31:17	0	11881650		
04:31:18		11881650		
04:31:19		11881650		
04:31:20		11881650		
04:31:21		11881650		
04:31:22		11881650		
04:31:23	0	11881650		
04:31:24	0	11881650		
04:31:25	0	11881650		
04:31:26	0	11881650		
04:31:27	0	11881650		
04:31:28		11881650		
04:31:29		11881650		
04:31:30		11881650		
04:31:31		11881650		
04:31:32		11881650		
04:31:33	0	11881650		
04:31:34	0	11881650		
04:31:35	0	11881650		
04:31:36	0	11881650		
04:31:37	0	11881650		
04:31:38	0	11881650		
04:31:39		11881650		
04:31:40		11881650		
04:31:41		11881650		
04:31:42		11881650		
04:31:43		11881650		
04:31:44	0	11881650		
04:31:45	0	11881650		
04:31:46	0	11881650		
04:31:47	0	11881650		
04:31:48	0	11881650		
04:31:49		11881650		
04:31:50		11881650		
04:31:51		11881650		
04:31:52		11881650		
04:31:53		11881650		
04:31:54	0	11881650		
04:31:55	0	11881650		
04:31:56	0	11881650		
04:31:57	0	11881650		
04:31:58	0	11881650		
04:31:59	0	11881650		
04:32:00		11881650		
04:32:01		11881650		
04:32:02		11881650		
04:32:03		11881650		
04:32:04		11881650		
04:32:05		11881650		
04:32:06		11881650		
04:32:07		11881650		
04:32:08		11881650		
04:32:09		11881650		
04:32:10		11881650		
04:32:11		11881650		
04:32:12	0	11881650		
04:32:13	0	11881650		
04:32:14	0	11881650		
04:32:15	0	11881650		
04:32:16	0	11881650		
04:32:17	0	11881650		
04:32:18		11881650		
04:32:19		11881650		
04:32:20		11881650		
04:32:21		11881650		
04:32:22		11881650		
04:32:23	0	11881650		
04:32:24	0	11881650		
04:32:25	0	11881650		
04:32:26	0	11881650		
04:32:27	0	11881650		
04:32:28		11881650		
04:32:29		11881650		
04:32:30		11881650		
04:32:31		11881650		
04:32:32		11881650		
04:32:33	0	11881650		
04:32:34	0	11881650		
04:32:35	0	11881650		
04:32:36	0	11881655		
04:32:37	0	11881655		
04:32:38	0	11881655		
04:32:39		11881655		
04:32:40		11881660		
04:32:41		11881660		
04:32:42		11881665		
04:32:43		11881665		
04:32:44	0	11881665		
04:32:45	0	11881670		
04:32:46	0	11881670		
04:32:47	0	11881675		
04:32:48	0	11881675		
04:32:49		11881680		
04:32:50		11881680		
04:32:51		11881685		
04:32:52		11881685		
04:32:53		11881690		
04:32:54	0	11881690		
04:32:55	0	11881690		
04:32:56	0	11881695		
04:32:57	0	11881695		
04:32:58	0	11881700		
04:32:59	0	11881700		
04:33:00		11881705		
04:33:01		11881705		
04:33:02		11881705		
04:33:03		11881710		
04:33:04		11881710		
04:33:05		11881715		
04:33:06		11881715		
04:33:07		11881720		
04:33:08		11881720		
04:33:09		11881725		
04:33:10		11881725		
04:33:11		11881725		
04:33:12	0	11881725		
04:33:13	0	11881725		
04:33:14	0	11881725		
04:33:15	0	11881725		
04:33:16	0	11881725		
04:33:17	0	11881725		
04:33:18		11881725		
04:33:19		11881725		
04:33:20		11881725		
04:33:21		11881725		
04:33:22		11881725		
04:33:23	0	11881725		
04:33:24	0	11881725		
04:33:25	0	11881725		
04:33:26	0	11881725		
04:33:27	0	11881725		
04:33:28		11881725		
04:33:29		11881725		
04:33:30		11881725		
04:33:31		11881725		
04:33:32		11881725		
04:33:33	0	11881725		
04:33:34	0	11881725		
04:33:35	0	11881725		
04:33:36	0	11881725		
04:33:37	0	11881725		
04:33:38	0	11881725		
04:33:39		11881725		
04:33:40		11881725		
04:33:41		11881725		
04:33:42		11881725		
04:33:43		11881725		
04:33:44	0	11881725		
04:33:45	0	11881725		
04:33:46	0	11881725		
04:33:47	0	11881725		
04:33:48	0	11881725		
04:33:49		11881725		
04:33:50		11881725		
04:33:51		11881725		
04:33:52		11881725		
04:33:53		11881725		
04:33:54	0	11881725		
04:33:55	0	11881725		
04:33:56	0	11881725		
04:33:57	0	11881725		
04:33:58	0	11881725		
04:33:59	0	11881725		
04:34:00		11881725		
04:34:01		11881725		
04:34:02		11881725		
04:34:03		11881725		
04:34:04		11881725		
04:34:05		11881725		
04:34:06		11881725		
04:34:07		11881725		
04:34:08		11881725		
04:34:09		11881725		
04:34:10		11881725		
04:34:11		11881725		
04:34:12	0	11881725		
04:34:13	0	11881725		
04:34:14	0	11881725		
04:34:15	0	11881725		
04:34:16	0	11881725		
04:34:17	0	11881725		
04:34:18		11881725		
04:34:19		11881730		
04:34:20		11881730		
04:34:21		11881730		
04:34:22		11881735		
04:34:23	0	11881735		
04:34:24	0	11881740		
04:34:25	0	11881740		
04:34:26	0	11881740		
04:34:27	0	11881745		
04:34:28		11881745		
04:34:29		11881745		
04:34:30		11881750		
04:34:31		11881750		
04:34:32		11881755		
04:34:33		11881755		
04:34:34	0	11881760		
04:34:35	0	11881765		
04:34:36	0	11881770		
04:34:37	0	11881775		
04:34:38	0	11881780		
04:34:39		11881785		
04:34:40		11881790		
04:34:41		11881800		
04:34:42		11881810		
04:34:43		11881820		
04:34:44	0	11881825		
04:34:45	0	11881835		
04:34:46	0	11881845		
04:34:47	0	11881855		
04:34:48	0	11881865		
04:34:49		11881875		
04:34:50		11881885		
04:34:51		11881895		
04:34:52		11881905		
04:34:53		11881920		
04:34:54	0	11881930		
04:34:55	0	11881940		
04:34:56	0	11881950		
04:34:57	0	11881960		
04:34:58	0	11881975		
04:34:59	0	11881985		
04:35:00		11882000		
04:35:01		11882010		
04:35:02		11882020		
04:35:03		11882035		
04:35:04		11882045		
04:35:05		11882060		
04:35:06		11882070		
04:35:07		11882085		
04:35:08		11882095		
04:35:09		11882110		
04:35:10		11882120		
04:35:11		11882135		
04:35:12	0	11882145		
04:35:13	0	11882155		
04:35:14	0	11882165		
04:35:15	0	11882175		
04:35:16	0	11882190		
04:35:17	0	11882200		
04:35:18		11882210		
04:35:19		11882220		
04:35:20		11882230		
04:35:21		11882240		
04:35:22		11882250		
04:35:23	0	11882255		
04:35:24	0	11882265		
04:35:25	0	11882270		
04:35:26	0	11882275		
04:35:27	0	11882280		
04:35:28		11882285		
04:35:29		11882290		
04:35:30		11882295		
04:35:31		11882300		
04:35:32		11882300		
04:35:33	0	11882305		
04:35:34	0	11882310		
04:35:35	0	11882315		
04:35:36	0	11882320		
04:35:37	0	11882325		
04:35:38	0	11882325		
04:35:39		11882330		
04:35:40		11882330		
04:35:41		11882335		
04:35:42		11882335		
04:35:43		11882340		
04:35:44	0	11882340		
04:35:45	0	11882340		
04:35:46	0	11882345		
04:35:47	0	11882350		
04:35:48	0	11882350		
04:35:49		11882355		
04:35:50		11882355		
04:35:51		11882360		
04:35:52		11882360		
04:35:53		11882360		
04:35:54	0	11882365		
04:35:55	0	11882365		
04:35:56	0	11882370		
04:35:57	0	11882370		
04:35:58	0	11882375		
04:35:59	0	11882380		
04:36:00		11882380		
04:36:01		11882385		
04:36:02		11882385		
04:36:03		11882390		
04:36:04		11882395		
04:36:05		11882400		
04:36:06		11882405		
04:36:07		11882410		
04:36:08		11882420		
04:36:09		11882425		
04:36:10		11882435		
04:36:11		11882440		
04:36:12		11882450		
04:36:13	0	11882455		
04:36:14	0	11882465		
04:36:15	0	11882470		
04:36:16	0	11882480		
04:36:17	0	11882485		
04:36:18		11882495		
04:36:19		11882500		
04:36:20		11882505		
04:36:21		11882510		
04:36:22		11882515		
04:36:23	0	11882520		
04:36:24	0	11882525		
04:36:25	0	11882530		
04:36:26	0	11882535		
04:36:27	0	11882540		
04:36:28		11882545		
04:36:29		11882550		
04:36:30		11882550		
04:36:31		11882555		
04:36:32		11882560		
04:36:33		11882565		
04:36:34	0	11882570		
04:36:35	0	11882575		
04:36:36	0	11882580		
04:36:37	470	11882585		
04:36:38	470	11882590		
04:36:39	470	11882595		
04:36:40	470	11882600		
04:36:41	470	11882600		
04:36:42		11882605		
04:36:43		11882610		
04:36:44		11882615		
04:36:45		11882615		
04:36:46		11882615		
04:36:47	470	11882620		
04:36:48	470	11882620		
04:36:49	470	11882620		
04:36:50	470	11882625		
04:36:51	470	11882625		
04:36:52		11882625		
04:36:53		11882625		
04:36:54		11882630		
04:36:55		11882630		
04:36:56		11882635		
04:36:57	470	11882635		
04:36:58	470	11882640		
04:36:59	470	11882640		
04:37:00	470	11882645		
04:37:01	470	11882645		
04:37:02	470	11882650		
04:37:03	470	11882650		
04:37:04	470	11882655		
04:37:05	470	11882655		
04:37:06	470	11882655		
04:37:07		11882660		
04:37:08		11882660		
04:37:09	470	11882660		
04:37:10	470	11882665		
04:37:11	470	11882665		
04:37:12	470	11882665		
04:37:13	470	11882665		
04:37:14		11882670		
04:37:15		11882670		
04:37:16		11882670		
04:37:17		11882675		
04:37:18		11882675		
04:37:19		11882675		
04:37:20		11882675		
04:37:21		11882675		
04:37:22		11882675		
04:37:23	470	11882680		
04:37:24	470	11882680		
04:37:25	470	11882680		
04:37:26	470	11882680		
04:37:27	470	11882685		
04:37:28		11882685		
04:37:29		11882685		
04:37:30		11882685		
04:37:31		11882685		
04:37:32		11882685		
04:37:33		11882685		
04:37:34		11882685		
04:37:35		11882685		
04:37:36		11882685		
04:37:37	470	11882685		
04:37:38	470	11882685		
04:37:39	470	11882685		
04:37:40	470	11882685		
04:37:41	470	11882685		
04:37:42	470	11882685		
04:37:43		11882685		
04:37:44		11882685		
04:37:45		11882685		
04:37:46		11882685		
04:37:47		11882685		
04:37:48		11882685		
04:37:49		11882685		
04:37:50		11882685		
04:37:51	470	11882685		
04:37:52	470	11882685		
04:37:53	470	11882685		
04:37:54	470	11882685		
04:37:55	470	11882685		
04:37:56		11882685		
04:37:57		11882685		
04:37:58		11882685		
04:37:59		11882685		
04:38:00		11882685		
04:38:01		11882685		
04:38:02	470	11882685		
04:38:03	470	11882685		
04:38:04	470	11882685		
04:38:05	470	11882685		
04:38:06	470	11882685		
04:38:07	470	11882685		
04:38:08	470	11882685		
04:38:09	470	11882685		
04:38:10		11882685		
04:38:11		11882685		
04:38:12		11882685		
04:38:13		11882685		
04:38:14		11882685		
04:38:15		11882685		
04:38:16		11882685		
04:38:17		11882685		
04:38:18		11882685		
04:38:19	470	11882685		
04:38:20	470	11882685		
04:38:21	470	11882685		
04:38:22	470	11882685		
04:38:23	470	11882685		
04:38:24	470	11882685		
04:38:25		11882685		
04:38:26		11882685		
04:38:27		11882685		
04:38:28		11882685		
04:38:29		11882685		
04:38:30		11882685		
04:38:31		11882685		
04:38:32		11882685		
04:38:33	470	11882685		
04:38:34	470	11882685		
04:38:35	470	11882685		
04:38:36	470	11882685		
04:38:37	470	11882685		
04:38:38	470	11882685		
04:38:39		11882685		
04:38:40		11882685		
04:38:41		11882685		
04:38:42		11882685		
04:38:43		11882685		
04:38:44		11882685		
04:38:45		11882685		
04:38:46		11882685		
04:38:47	470	11882685		
04:38:48	470	11882685		
04:38:49	470	11882685		
04:38:50	470	11882685		
04:38:51	470	11882685		
04:38:52		11882685		
04:38:53		11882685		
04:38:54		11882685		
04:38:55		11882685		
04:38:56		11882685		
04:38:57		11882685		
04:38:58		11882685		
04:38:59		11882685		
04:39:00		11882685		
04:39:01	470	11882685		
04:39:02	470	11882685		
04:39:03	470	11882685		
04:39:04	470	11882685		
04:39:05	470	11882685		
04:39:06	470	11882685		
04:39:07		11882685		
04:39:08		11882685		
04:39:09		11882685		
04:39:10		11882685		
04:39:11		11882685		
04:39:12		11882685		
04:39:13		11882685		
04:39:14		11882685		
04:39:15	470	11882685		
04:39:16	470	11882685		
04:39:17	470	11882685		
04:39:18	470	11882685		
04:39:19	470	11882685		
04:39:20	470	11882685		
04:39:21		11882685		
04:39:22		11882685		
04:39:23		11882685		
04:39:24		11882685		
04:39:25		11882685		
04:39:26		11882685		
04:39:27		11882685		
04:39:28		11882685		
04:39:29	470	11882685		
04:39:30	470	11882685		
04:39:31	470	11882685		
04:39:32	470	11882685		
04:39:33	470	11882685		
04:39:34	470	11882685		
04:39:35		11882685		
04:39:36		11882685		
04:39:37		11882685		
04:39:38		11882685		
04:39:39		11882685		
04:39:40		11882685		
04:39:41		11882685		
04:39:42		11882685		
04:39:43	470	11882685		
04:39:44	470	11882685		
04:39:45	470	11882685		
04:39:46	470	11882685		
04:39:47	470	11882685		
04:39:48	470	11882685		
04:39:49		11882685		
04:39:50		11882685		
04:39:51		11882685		
04:39:52		11882685		
04:39:53		11882685		
04:39:54		11882685		
04:39:55		11882685		
04:39:56		11882685		
04:39:57	470	11882685		
04:39:58	470	11882685		
04:39:59	470	11882685		
04:40:00	470	11882685		
04:40:01	470	11882685		
04:40:02	470	11882685		
04:40:03	470	11882685		
04:40:04	470	11882685		
04:40:05	470	11882685		
04:40:06	470	11882685		
04:40:07	470	11882685		
04:40:08	470	11882685		
04:40:09		11882685		
04:40:10		11882685		
04:40:11	470	11882685		
04:40:12	470	11882685		
04:40:13	470	11882685		
04:40:14	470	11882685		
04:40:15	470	11882685		
04:40:16		11882685		
04:40:17		11882685		
04:40:18		11882685		
04:40:19		11882685		
04:40:20		11882685		
04:40:21		11882685		
04:40:22		11882685		
04:40:23		11882685		
04:40:24		11882685		
04:40:25	470	11882685		
04:40:26	470	11882685		
04:40:27	470	11882685		
04:40:28	470	11882685		
04:40:29	470	11882685		
04:40:30	470	11882685		
04:40:31		11882685		
04:40:32		11882685		
04:40:33		11882685		
04:40:34		11882685		
04:40:35		11882685		
04:40:36		11882685		
04:40:37		11882685		
04:40:38		11882685		
